rr_mean,rr_std,rmssd,rr_kurtosis,lower_tail,upper_tail,vlf_power,lf_power,hf_power,lf_hf_ratio,second_order_rr_intervals,second_order_rr_mean,second_order_rr_std,hr_mean,hr_std,min_hr,max_hr,pnn50,signal_power,signal_energy,signal_entropy,irregularity_mean,irregularity_std,rr_coefficient,pq_interval,qrs_duration,st_interval,p_p_interval_mean,p_p_interval_std,qt_interval,total_beat_duration,record_name,label
0.8225,0.02407069064543341,0.8228521423367312,-0.5552884813626013,0.7913888888888887,0.8631944444444449,-0.00887714459249678,-0.03465427773818299,-0.0038596785777869048,8.978539803190905,"[-0.03333333  0.00833333 -0.01111111 -0.025       0.00555556 -0.01111111
  0.03333333  0.04722222 -0.04722222]",-0.003703703703703826,0.028926850651506752,73.01003289246064,1.4521995585160805,71.07757107757108,75.52693785088151,0.0,0.026538859581317825,95.53989449274417,99.15055860803075,0.8225,0.02407069064543341,0.02926527738046615,0.14595959595959596,0.04848484848484848,0.18611111111111112,0.8227777777777778,0.03661612678507573,0.3292929292929293,0.5267676767676768,0,N
0.8078282828282828,0.02661237586401538,0.808266511174637,-0.8187715295551521,0.7722222222222221,0.8513888888888883,0.013665214073287952,0.08102778465894371,-0.014626316127940572,-5.539862802784413,"[ 1.38888889e-02  2.77777778e-02  4.44089210e-16  1.38888889e-02
  1.66666667e-02 -3.61111111e-02 -3.61111111e-02  2.77777778e-02
 -1.11111111e-02  6.94444444e-02]",0.008611111111111024,0.030032132996935978,74.35299569624543,1.659413501644823,71.95405442362915,77.24025726415334,0.0,0.02945476344545194,106.03714840362699,102.77672448555435,0.8078282828282828,0.02661237586401538,0.03294310985354827,0.12575757575757576,0.04772727272727273,0.2196969696969697,0.8030555555555555,0.04113456538163255,0.3194444444444444,0.5017676767676768,1,N
0.8174242424242425,0.02770421848869191,0.817893584658124,-0.24564549952671788,0.7833333333333328,0.8624999999999998,0.0016049734243303532,0.07081262111405744,-0.0029935601043733994,-23.65498558408924,"[-0.02222222  0.03333333 -0.04444444 -0.00277778  0.03055556  0.02777778
  0.03055556 -0.05555556 -0.04444444  0.025     ]",-0.0022222222222221034,0.03444444444444466,73.48410202270469,1.5295904256296644,70.71569182795578,75.54127533366288,0.0,0.02810080983242165,101.16291539671793,104.38319664625465,0.8174242424242425,0.02770421848869191,0.033892093053821425,0.13361111111111112,0.04777777777777777,0.07583333333333334,0.8200617283950618,0.045110323872931186,0.16861111111111113,0.3561111111111111,2,N
0.818611111111111,0.019287061485377725,0.818838288049178,-1.027678507236089,0.786111111111111,0.8391666666666667,-0.06679420143895946,0.11224279534078743,-0.024540453951115503,-4.5737864329802,"[-5.55555556e-03 -5.55555556e-03 -1.38888889e-02 -2.50000000e-02
 -8.88178420e-16  1.94444444e-02  3.61111111e-02 -8.33333333e-03
 -2.77777778e-03]",-0.000617283950617257,0.017112242315591476,73.33623421723681,1.3960665316331706,71.84264379615219,75.71097843304496,0.0,0.029800733623461372,107.28264104446095,102.38187795499161,0.818611111111111,0.019287061485377725,0.023560713046270724,0.13106060606060604,0.04924242424242424,0.13585858585858585,0.8141666666666667,0.04176747065526318,0.2560606060606061,0.44090909090909086,3,N
0.8070707070707069,0.024742320634173545,0.8074498799566294,-0.7376816406250026,0.7833333333333333,0.8513888888888888,0.002343136139208001,-0.04271895044750078,0.019479879863588213,-2.1929781264899395,"[-1.38888889e-02  5.55555556e-03  6.66666667e-02 -8.33333333e-03
 -2.50000000e-02 -3.88888889e-02  2.77777778e-03  8.88178420e-16
  3.05555556e-02 -5.55555556e-03]",0.001388888888888773,0.02797844187721238,74.41125762172244,1.510632633563645,71.30750507799688,76.41530711976543,0.0,0.02608794172076862,93.91659019476702,106.75300134397932,0.8070707070707069,0.024742320634173545,0.030656942963494135,0.1398989898989899,0.04823232323232323,0.09823232323232324,0.8108333333333334,0.034748878656745655,0.19646464646464648,0.3878787878787878,4,N
0.8040404040404039,0.02149581812629327,0.8043276953620178,-1.2128819928556345,0.7750000000000004,0.8361111111111109,0.006973384564632715,0.005049256787474081,0.04195617095631263,0.12034598659471764,"[-0.02222222 -0.02777778 -0.01111111  0.01388889  0.01944444  0.03333333
 -0.01388889 -0.01388889 -0.03333333  0.02222222]",-0.0033333333333334324,0.022249982660555993,74.676358865901,1.4176143333590536,72.65753424657534,76.87289158223079,0.0,0.0356354684399618,128.28768638386248,111.52356031240879,0.8040404040404039,0.02149581812629327,0.026734748674661232,0.14494949494949494,0.0457070707070707,0.1542929292929293,0.8091666666666667,0.029055343105235616,0.2820707070707071,0.4714646464646464,5,N
0.8183333333333334,0.021844003612597206,0.8186248255081637,-0.9118159955416218,0.7858333333333332,0.8443055555555556,-0.6557539319570812,-0.5261226302172337,-0.08182928316572709,6.429515325848436,"[ 3.61111111e-02 -2.77777778e-02 -3.88888889e-02 -5.55555556e-03
  8.33333333e-03  3.88888889e-02 -5.55555556e-03  5.55555556e-03
  8.88178420e-16]",0.001234567901234576,0.02414913906422042,73.37246677366902,1.401120730660229,71.94447686314368,76.1471854644102,0.0,0.033727277565225686,121.41819923481248,128.8137545892737,0.8183333333333334,0.021844003612597206,0.02669328343698233,0.14393939393939395,0.05,0.17803030303030304,0.8180555555555555,0.035229625930598175,0.29898989898989903,0.48863636363636365,6,N
0.8103535353535353,0.023868646259428448,0.8107049799614107,-0.41915912573105985,0.7805555555555552,0.8527777777777776,-0.003436014279879121,-0.002330112738216438,0.012659322510179212,-0.18406298886396344,"[ 0.01944444  0.01944444  0.04444444 -0.01111111 -0.03611111 -0.01666667
 -0.00833333  0.01388889  0.01111111  0.01111111]",0.004722222222222283,0.021732449993409637,74.10493581368968,1.637272307840389,71.48090709042603,76.78772840063162,0.0,0.028420099973152934,102.31235990335057,102.28547446198323,0.8103535353535353,0.023868646259428448,0.02945460865918874,0.14217171717171717,0.04848484848484848,0.15833333333333333,0.8088888888888889,0.035372794177181345,0.28106060606060607,0.4714646464646464,7,N
0.8095959595959598,0.022947863258255104,0.8099211209878542,-0.5668479088743648,0.7736111111111117,0.8430555555555556,0.0018895073575850051,-0.009379616332893526,0.03831313188408141,-0.2448146594037808,"[-0.04166667 -0.04166667  0.03333333  0.00277778  0.01388889  0.01944444
 -0.01666667  0.00833333 -0.03055556 -0.01666667]",-0.006944444444444309,0.02497684112518239,74.1708900375377,1.433851629726357,71.80109157064888,76.33265961536077,0.0,0.0306310019116239,110.27160688184604,94.91845504108173,0.8095959595959598,0.022947863258255104,0.028344834217932064,0.14074074074074072,0.04861111111111111,0.04097222222222222,0.8118686868686869,0.03373268581716475,0.1375,0.3298611111111111,8,N
0.8172222222222223,0.023759338644825642,0.8175675303402568,-0.7789710816052007,0.7873611111111112,0.8526388888888886,0.0075830962716403804,0.1264432442910654,-0.0116974273131038,-10.809491771700944,"[ 0.04444444 -0.03333333 -0.04166667 -0.00277778  0.01666667 -0.01111111
  0.02777778  0.01111111  0.00833333]",0.0021604938271604615,0.026149098246882965,73.4810222811675,1.534167296353662,71.63817262147464,75.70730359881912,0.0,0.029255499504417724,105.3197982159038,100.31659350105436,0.8172222222222223,0.023759338644825642,0.029073289980072164,0.1462121212121212,0.04772727272727273,0.13914141414141415,0.8163888888888889,0.023617646154444418,0.2467171717171717,0.44166666666666665,9,N
